43919.7982375579,73,Contact
43919.798248669,73,Contact
43919.7982597685,72,Contact
43919.7982708796,72,Contact
43919.7982819907,73,Contact
43919.7982931018,73,Contact
43919.7983042245,73,Contact
43919.7983153356,73,Contact
43919.7983264352,73,Contact
43919.7983375463,72,Contact
43919.7983486574,71,Contact
43919.7983597685,71,Contact
43919.7983708912,70,Contact
43919.7983819907,69,Contact
43919.7984042014,69,Contact
43919.7984153241,68,Contact
43919.7984375347,68,Contact
43919.7984376505,68,Contact
43919.7984486574,68,Contact
43919.7984597685,68,Contact
43919.7984708796,68,Contact
43919.7984819792,68,Contact
43919.7984931134,67,Contact
43919.798504213,66,Contact
43919.7985264352,65,Contact
43919.7985265162,64,Contact
43919.7985375463,63,Contact
43919.7985486574,62,Contact
43919.7985597685,61,Contact
43919.7985708681,60,Contact
43919.7985819792,59,Contact
43919.7985931018,58,Contact
43919.798604213,58,Contact
43919.7986153241,58,Contact
43919.7986264352,58,Contact
43919.7986486574,58,Contact
43919.7986487269,58,Contact
43919.7986597685,58,Contact
43919.7986819907,58,Contact
43919.7986930903,58,Contact
43919.7987042014,60,Contact
43919.7987153241,62,Contact
43919.7987264352,67,Contact
43919.7987375463,69,Contact
43919.7987486458,75,Contact
43919.7987597685,78,Contact
43919.7987708681,81,Contact
43919.7987930903,83,Contact
43919.7987931829,83,Contact
43919.7988042014,83,Contact
43919.7988264352,83,Contact
43919.7988265856,83,Contact
43919.7988375463,82,Contact
43919.7988486458,81,Contact
43919.7988597569,80,Contact
43919.7988708796,77,Contact
43919.7988819792,76,Contact
43919.7988931019,74,Contact
43919.7989042014,73,Contact
43919.7989153125,71,Contact
43919.7989264236,71,Contact
43919.7989375347,71,Contact
43919.7989597685,72,Contact
43919.7989708796,73,Contact
43919.7989819792,74,Contact
43919.7989931019,76,Contact
43919.799004213,77,Contact
43919.7990153125,79,Contact
43919.7990264352,81,Contact
43919.7990375579,82,Contact
43919.7990486574,83,Contact
43919.7990597685,84,Contact
43919.7990708681,84,Contact
43919.7990819792,84,Contact
43919.7990931019,84,Contact
43919.7991042245,84,Contact
43919.7991153241,83,Contact
43919.7991264236,81,Contact
43919.7991375347,80,Contact
43919.7991486458,78,Contact
43919.7991597569,75,Contact
43919.7991708681,74,Contact
43919.7991819907,72,Contact
43919.7991930903,71,Contact
43919.7992042014,70,Contact
43919.7992153125,70,Contact
43919.7992375347,70,Contact
43919.7992486458,70,Contact
43919.7992597569,70,Contact
43919.7992708912,69,Contact
43919.7992819792,68,Contact
43919.7992930903,67,Contact
43919.799304213,66,Contact
43919.7993153125,64,Contact
43919.7993264236,63,Contact
43919.7993375347,63,Contact
43919.799348669,60,Contact
43919.7993597685,59,Contact
43919.7993708681,58,Contact
43919.7993820023,58,Contact
43919.7993930903,58,Contact
43919.7994042014,58,Contact
43919.7994153125,58,Contact
43919.799426412,58,Contact
43919.7994375347,58,Contact
43919.7994486458,58,Contact
43919.7994597569,58,Contact
43919.7994708681,58,Contact
43919.7994819792,58,Contact
43919.7994930903,58,Contact
43919.7995153241,58,Contact
43919.7995264236,59,Contact
43919.7995375347,60,Contact
43919.7995486458,60,Contact
43919.7995597569,61,Contact
43919.7995708681,61,Contact
43919.7995819792,61,Contact
43919.7995930903,61,Contact
43919.7996042014,62,Contact
43919.7996153125,62,Contact
43919.7996264236,62,Contact
43919.7996375463,62,Contact
43919.7996486458,62,Contact
43919.7996597685,61,Contact
43919.7996708681,61,Contact
43919.7996819792,61,Contact
43919.7996931019,60,Contact
43919.7997042014,60,Contact
43919.7997153125,60,Contact
43919.799726412,61,Contact
43919.7997375232,61,Contact
43919.7997486343,61,Contact
43919.7997597569,61,Contact
43919.7997708681,61,Contact
43919.7997930787,61,Contact
43919.7998042014,61,Contact
43919.7998153241,60,Contact
43919.7998264352,59,Contact
43919.7998375579,58,Contact
43919.7998486343,58,Contact
43919.7998597685,58,Contact
43919.7998708681,58,Contact
43919.7998819792,57,Contact
43919.7998930787,56,Contact
43919.7999042014,55,Contact
43919.7999153357,55,Contact
43919.799926412,55,Contact
43919.7999375579,55,Contact
43919.7999486574,55,Contact
43919.7999597685,55,Contact
43919.7999708796,55,Contact
43919.7999819792,55,Contact
43919.7999930787,55,Contact
43919.8000042014,55,Contact
43919.8000153125,56,Contact
43919.800026412,56,Contact
43919.8000375347,57,Contact
43919.8000597454,57,Contact
43919.8000708565,57,Contact
43919.8000819792,57,Contact
43919.8000930903,58,Contact
43919.800104213,58,Contact
43919.8001153125,58,Contact
43919.800126412,58,Contact
43919.8001375579,58,Contact
43919.8001486343,58,Contact
